Player,Season,PER,WS,BPM,VORP,Label
Kevin Durant,2012,26.2,12.2,7.0,5.8,0
Pau Gasol,2012,20.4,8.3,3.4,3.3,0
Rudy Gay,2012,17.8,6.0,1.9,2.4,0
Blake Griffin,2012,23.4,9.2,3.7,3.4,0
John Wall,2012,17.7,3.5,0.7,1.6,0
Marc Gasol,2012,18.4,8.2,3.1,3.1,0
Brandon Jennings,2012,18.4,5.5,2.7,2.8,0
Russell Westbrook,2012,22.9,7.9,3.0,3.0,0
Josh Smith,2012,21.1,6.8,3.8,3.3,0
LeBron James,2012,30.7,14.5,10.9,7.6,1
Kobe Bryant,2012,21.9,6.2,3.3,2.9,0
Wesley Matthews,2012,14.1,4.8,0.3,1.3,0
Andre Iguodala,2012,17.6,7.3,4.0,3.3,0
DeMar DeRozan,2012,12.8,2.5,-2.7,-0.4,0
Jrue Holiday,2012,14.7,4.2,0.4,1.3,0
Jeff Teague,2012,15.8,6.0,1.3,1.8,0
Chris Paul,2012,27.0,12.7,9.2,6.1,0
Mike Conley,2012,16.8,6.4,2.4,2.4,0
Tyreke Evans,2012,16.4,2.7,-0.6,0.8,0
Kris Humphries,2012,17.9,5.3,-0.9,0.6,0
Antawn Jamison,2012,16.1,3.1,-0.3,0.9,0
Kevin Love,2012,25.4,10.0,5.2,3.9,0
Brandon Knight,2012,11.7,1.3,-2.6,-0.3,0
Luol Deng,2012,14.1,5.8,1.7,2.0,0
Joe Johnson,2012,18.4,6.4,2.1,2.2,0
Ty Lawson,2012,19.4,6.9,3.2,2.8,0
David Lee,2012,19.7,5.0,-0.3,0.9,0
Monta Ellis,2012,17.5,2.6,-0.3,0.9,0
Marcin Gortat,2012,21.2,7.6,2.2,2.3,0
Andrew Bynum,2012,22.9,8.0,2.9,2.6,0
Paul Millsap,2012,21.8,7.8,3.9,3.1,0
Tayshaun Prince,2012,12.8,2.1,-1.5,0.3,0
Arron Afflalo,2012,14.7,5.3,0.1,1.1,0
Greg Monroe,2012,22.0,7.0,2.9,2.6,0
Dirk Nowitzki,2012,21.7,7.6,3.7,3.0,0
Gerald Wallace,2012,15.9,4.8,1.0,1.6,0
Gerald Wallace,2012,15.5,3.5,0.9,1.1,0
Al Jefferson,2012,22.8,7.5,3.7,3.0,0
Paul Pierce,2012,19.6,7.0,4.2,3.2,0
Dwight Howard,2012,24.2,7.7,4.3,3.3,0
Luis Scola,2012,15.4,3.4,-1.9,0.0,0
Danny Granger,2012,18.6,6.7,2.9,2.5,0
Tyson Chandler,2012,18.7,9.5,2.3,2.2,0
Jared Dudley,2012,15.4,5.1,1.2,1.7,0
Gordon Hayward,2012,15.5,4.9,1.5,1.8,0
Chris Bosh,2012,18.9,6.9,0.8,1.4,0
Jason Terry,2012,15.7,3.8,1.4,1.7,0
Deron Williams,2012,20.3,4.1,2.3,2.2,0
LaMarcus Aldridge,2012,22.7,7.0,3.0,2.5,0
Marco Belinelli,2012,11.9,2.9,-1.2,0.4,0
Ryan Anderson,2012,21.2,8.9,4.0,3.0,0
Steve Nash,2012,20.3,5.9,3.4,2.7,0
Paul George,2012,16.5,6.0,3.4,2.7,0
Rajon Rondo,2012,17.5,4.9,2.2,2.1,0
DeMarcus Cousins,2012,21.7,4.2,-0.8,0.6,0
Carlos Boozer,2012,19.7,7.6,2.7,2.3,0
James Harden,2012,21.1,9.3,4.3,3.1,0
Joakim Noah,2012,19.6,9.0,3.8,2.8,0
Roy Hibbert,2012,19.3,6.2,1.4,1.7,0
David West,2012,17.8,5.9,1.8,1.8,0
Tony Parker,2012,22.0,7.1,2.7,2.3,0
Shawn Marion,2012,15.0,3.7,0.5,1.2,0
Raymond Felton,2012,13.4,1.7,-1.5,0.2,0
Landry Fields,2012,12.0,3.4,0.0,1.0,0
Darren Collison,2012,13.6,3.8,-0.2,0.9,0
Carmelo Anthony,2012,21.1,6.2,3.6,2.7,0
Caron Butler,2012,11.7,2.3,-2.0,0.0,0
Brandon Bass,2012,14.1,4.7,-1.0,0.5,0
Kevin Garnett,2012,20.4,6.9,4.3,2.9,0
Gerald Henderson,2012,14.0,1.0,-2.7,-0.3,0
Alonzo Gee,2012,13.2,2.4,-1.4,0.3,0
Mario Chalmers,2012,12.9,4.3,0.4,1.1,0
Andre Miller,2012,14.8,2.9,-0.3,0.7,0
Chandler Parsons,2012,13.3,3.4,0.8,1.3,0
José Calderón,2012,16.7,5.1,1.7,1.7,0
DeAndre Jordan,2012,16.4,5.6,0.1,0.9,0
Serge Ibaka,2012,19.0,6.2,2.3,1.9,0
Kemba Walker,2012,14.9,0.3,-0.8,0.6,0
Nicolas Batum,2012,17.3,4.8,2.5,2.0,0
Marcus Thornton,2012,17.4,3.8,1.1,1.4,0
O.J. Mayo,2012,14.7,3.5,0.8,1.3,0
JJ Redick,2012,15.1,5.2,1.0,1.3,0
Al Harrington,2012,15.3,3.2,-0.4,0.7,0
Courtney Lee,2012,12.6,3.2,0.0,0.9,0
Thaddeus Young,2012,18.9,6.3,2.0,1.8,0
Jordan Crawford,2012,14.5,1.1,-1.7,0.1,0
Goran Dragić,2012,18.0,5.1,1.9,1.7,0
Luke Ridnour,2012,13.6,3.3,-0.5,0.7,0
Richard Jefferson,2012,11.1,3.1,-0.5,0.6,0
Kendrick Perkins,2012,8.7,2.0,-2.1,0.0,0
Devin Harris,2012,16.0,4.2,0.8,1.2,0
Elton Brand,2012,18.0,6.1,1.6,1.6,0
Nick Young,2012,12.9,1.9,-2.4,-0.2,0
Metta World Peace,2012,11.0,2.6,-0.7,0.6,0
Brandon Rush,2012,15.2,3.5,1.7,1.6,0
Evan Turner,2012,12.6,2.4,-1.3,0.3,0
Ramon Sessions,2012,16.7,3.7,-0.4,0.7,0
Greivis Vásquez,2012,14.2,2.3,-1.1,0.4,0
Jameer Nelson,2012,14.6,3.5,-0.1,0.8,0
Iman Shumpert,2012,10.8,2.4,-1.4,0.2,0
Randy Foye,2012,13.5,3.2,0.2,0.9,0
Lou Williams,2012,20.2,6.1,4.0,2.5,0
Channing Frye,2012,14.9,3.7,0.9,1.2,0
Jason Thompson,2012,16.4,3.9,-0.9,0.5,0
Isaiah Thomas,2012,17.6,4.3,0.8,1.2,0
Ersan İlyasova,2012,20.5,6.4,1.9,1.6,0
Hedo Türkoğlu,2012,11.7,2.1,-0.9,0.5,0
Dorell Wright,2012,15.0,3.4,0.9,1.2,0
MarShon Brooks,2012,12.9,0.8,-2.4,-0.2,0
Jodie Meeks,2012,11.5,4.1,-0.7,0.5,0
Rodney Stuckey,2012,17.6,4.5,0.6,1.1,0
Zaza Pachulia,2012,14.0,5.0,-0.7,0.5,0
Anthony Morrow,2012,13.1,1.7,-1.9,0.0,0
Ronnie Brewer,2012,12.3,3.9,0.7,1.1,0
Tim Duncan,2012,22.5,5.9,3.3,2.2,0
Dwyane Wade,2012,26.3,7.7,7.9,4.0,0
Jamal Crawford,2012,15.7,2.3,-0.2,0.7,0
Klay Thompson,2012,14.9,1.7,-1.4,0.2,0
Jason Richardson,2012,13.3,2.8,0.7,1.1,0
Udonis Haslem,2012,10.9,3.5,-2.4,-0.2,0
Ray Allen,2012,14.8,4.7,2.2,1.6,0
James Johnson,2012,14.5,2.6,1.5,1.3,0
Kyrie Irving,2012,21.4,4.1,4.1,2.4,0
Amir Johnson,2012,14.4,4.0,-0.5,0.6,0
Amar'e Stoudemire,2012,17.7,4.1,-0.3,0.7,0
Vince Carter,2012,13.6,2.9,0.1,0.8,0
Carlos Delfino,2012,11.7,2.4,-0.1,0.8,0
JaVale McGee,2012,19.9,4.1,0.2,0.8,0
Ed Davis,2012,14.2,3.9,-0.3,0.7,0
Kawhi Leonard,2012,16.6,5.5,3.4,2.1,0
Jarrett Jack,2012,17.9,3.8,1.6,1.4,0
Tony Allen,2012,15.7,4.2,1.7,1.4,0
Danny Green,2012,15.5,4.5,3.0,1.9,0
Kyle Lowry,2012,18.8,4.9,4.1,2.3,0
Derek Fisher,2012,8.0,1.2,-3.3,-0.5,0
Marvin Williams,2012,15.8,4.9,1.3,1.2,0
Damian Lillard,2013,16.4,5.8,0.3,1.8,0
Kevin Durant,2013,28.3,18.9,9.3,8.9,0
Monta Ellis,2013,16.2,4.6,0.6,2.1,0
DeMar DeRozan,2013,14.7,4.7,-1.4,0.4,0
Kobe Bryant,2013,23.0,10.9,4.6,5.0,0
James Harden,2013,22.9,12.8,5.6,5.8,0
Stephen Curry,2013,21.3,11.2,5.4,5.6,0
Paul George,2013,16.8,9.0,3.8,4.4,0
Klay Thompson,2013,12.7,4.3,-0.3,1.3,0
Jrue Holiday,2013,16.7,3.3,0.5,1.9,0
O.J. Mayo,2013,13.9,4.2,-0.5,1.1,0
David Lee,2013,19.2,9.1,1.8,2.8,0
Luol Deng,2013,15.1,6.3,0.8,2.0,0
Brandon Jennings,2013,16.1,5.8,1.1,2.2,0
Evan Turner,2013,12.1,2.1,-2.3,-0.3,0
LeBron James,2013,31.6,19.3,11.7,9.9,1
Russell Westbrook,2013,23.9,11.6,4.4,4.6,0
Kemba Walker,2013,18.8,4.8,1.4,2.4,0
Deron Williams,2013,20.3,10.9,3.8,4.2,0
Nicolas Batum,2013,15.7,5.8,2.8,3.4,0
Marc Gasol,2013,19.5,11.5,5.2,5.1,0
LaMarcus Aldridge,2013,20.4,7.2,1.3,2.3,0
Andre Iguodala,2013,15.2,5.6,2.6,3.3,0
Chandler Parsons,2013,15.3,7.0,2.0,2.8,0
Mike Conley,2013,18.3,9.9,4.6,4.6,0
Al Horford,2013,19.8,8.8,1.9,2.7,0
Dwight Howard,2013,19.4,7.6,0.6,1.8,0
Greg Monroe,2013,19.5,5.9,1.8,2.6,0
Rudy Gay,2013,15.6,4.0,1.1,2.1,0
Rudy Gay,2013,14.1,2.4,0.5,0.9,0
Greivis Vásquez,2013,16.3,3.8,-0.4,1.1,0
Josh Smith,2013,17.7,4.2,1.8,2.5,0
J.R. Smith,2013,17.6,6.7,1.3,2.2,0
Joe Johnson,2013,14.1,5.1,0.0,1.3,0
Jeremy Lin,2013,14.9,5.4,0.3,1.5,0
Tayshaun Prince,2013,11.5,3.6,-1.2,0.5,0
Thaddeus Young,2013,18.2,7.4,1.2,2.1,0
Jeff Teague,2013,16.8,6.1,0.3,1.5,0
George Hill,2013,16.6,9.7,3.3,3.5,0
Zach Randolph,2013,17.9,7.9,0.2,1.5,0
Blake Griffin,2013,22.4,10.6,4.1,4.0,0
Goran Dragić,2013,17.5,5.7,1.4,2.2,0
Al Jefferson,2013,20.9,7.7,2.4,2.8,0
Paul Pierce,2013,19.1,7.2,3.6,3.6,0
Tristan Thompson,2013,16.1,5.2,-1.8,0.1,0
Nikola Vučević,2013,17.8,5.7,-0.5,0.9,0
Carlos Boozer,2013,17.1,5.7,-0.1,1.2,0
Alonzo Gee,2013,10.5,1.9,-2.6,-0.4,0
Metta World Peace,2013,12.5,4.6,0.4,1.5,0
Ty Lawson,2013,17.9,7.4,2.0,2.5,0
Ryan Anderson,2013,18.1,6.5,2.0,2.5,0
Serge Ibaka,2013,19.4,9.4,1.5,2.2,0
Carmelo Anthony,2013,24.8,9.5,4.3,3.9,0
Luke Ridnour,2013,13.0,4.3,-0.8,0.8,0
Ömer Aşık,2013,14.9,5.5,-1.6,0.3,0
Chris Bosh,2013,20.0,9.0,1.3,2.1,0
David West,2013,20.1,9.1,4.0,3.7,0
Joakim Noah,2013,18.1,7.3,3.4,3.3,0
Wesley Matthews,2013,14.1,4.7,0.5,1.5,0
Dwyane Wade,2013,24.0,9.6,4.4,3.8,0
JJ Redick,2013,14.7,4.5,-0.4,0.9,0
JJ Redick,2013,16.1,3.2,0.4,0.9,0
Paul Millsap,2013,19.8,7.6,2.7,2.8,0
Darren Collison,2013,16.3,5.6,0.1,1.3,0
Brandon Knight,2013,12.0,1.1,-2.8,-0.5,0
Jarrett Jack,2013,15.9,5.6,0.5,1.4,0
Chris Paul,2013,26.4,13.9,8.8,6.4,0
Amir Johnson,2013,17.3,7.3,1.0,1.8,0
J.J. Hickson,2013,19.7,6.9,0.2,1.3,0
Raymond Felton,2013,15.2,4.2,0.1,1.2,0
Danilo Gallinari,2013,16.7,7.2,2.8,2.8,0
Arron Afflalo,2013,13.0,2.0,-2.9,-0.5,0
Kyle Singler,2013,10.0,2.3,-3.0,-0.6,0
DeMarcus Cousins,2013,20.2,4.4,0.2,1.2,0
Jason Thompson,2013,14.6,3.6,-2.6,-0.3,0
Lance Stephenson,2013,11.8,5.5,0.0,1.2,0
John Salmons,2013,10.2,1.6,-2.5,-0.3,0
Roy Hibbert,2013,17.3,6.1,-0.3,0.9,0
Kyle Korver,2013,13.9,6.4,1.8,2.2,0
Brook Lopez,2013,24.7,9.0,3.2,3.0,0
Jeff Green,2013,15.0,4.7,-0.3,1.0,0
Randy Foye,2013,11.7,3.7,-0.6,0.8,0
Kenneth Faried,2013,18.5,7.8,1.1,1.7,0
Brandon Bass,2013,12.3,4.7,-1.9,0.1,0
Spencer Hawes,2013,16.0,4.5,-0.5,0.9,0
Jamal Crawford,2013,16.8,5.4,1.0,1.7,0
Thabo Sefolosha,2013,12.8,6.8,2.4,2.5,0
Danny Green,2013,14.1,5.9,2.8,2.7,0
Martell Webster,2013,13.9,6.3,0.8,1.6,0
Bismack Biyombo,2013,10.1,1.4,-4.4,-1.3,0
Luis Scola,2013,16.7,4.4,-0.5,0.8,0
Tony Parker,2013,23.0,9.3,3.6,3.1,0
Rodney Stuckey,2013,13.0,2.5,-1.8,0.1,0
Jared Dudley,2013,14.9,4.8,0.6,1.5,0
Tyson Chandler,2013,18.9,9.3,1.3,1.8,0
José Calderón,2013,18.8,7.4,3.1,2.8,0
Andre Miller,2013,15.7,5.4,0.9,1.6,0
Robin Lopez,2013,18.9,5.6,0.6,1.4,0
Kevin Martin,2013,16.0,7.0,1.0,1.6,0
Jimmy Butler,2013,15.2,7.0,2.0,2.1,0
Gerald Henderson,2013,16.4,3.3,-1.1,0.5,0
Jason Terry,2013,12.8,4.0,-0.2,1.0,0
Isaiah Thomas,2013,17.5,5.0,0.5,1.3,0
Tony Allen,2013,13.2,5.1,0.4,1.2,0
Gordon Hayward,2013,16.8,5.4,2.0,2.1,0
Vince Carter,2013,17.8,6.0,3.1,2.6,0
Nate Robinson,2013,17.4,5.9,2.8,2.5,0
Tim Duncan,2013,24.4,8.3,5.3,3.8,0
Gerald Wallace,2013,11.6,3.1,0.7,1.3,0
Mario Chalmers,2013,13.3,5.2,0.4,1.3,0
Al-Farouq Aminu,2013,13.7,3.1,-0.1,1.0,0
Harrison Barnes,2013,11.0,2.8,-1.7,0.1,0
Matt Barnes,2013,15.5,6.3,1.8,2.0,0
Emeka Okafor,2013,15.8,4.5,-0.7,0.7,0
Kyrie Irving,2013,21.4,5.3,3.7,3.0,0
Jason Kidd,2013,13.5,5.4,3.3,2.7,0
Ray Allen,2013,14.7,5.4,0.3,1.2,0
Andrei Kirilenko,2013,17.6,6.0,3.5,2.9,0
Tyler Zeller,2013,11.0,2.0,-4.0,-1.0,0
Michael Kidd-Gilchrist,2013,14.0,2.1,-2.6,-0.3,0
Kevin Garnett,2013,19.2,5.6,2.6,2.3,0
Kyle Lowry,2013,17.5,5.6,2.9,2.5,0
Tyreke Evans,2013,18.1,4.4,1.8,1.9,0
Ersan İlyasova,2013,18.3,6.7,2.0,2.0,0
DeAndre Jordan,2013,17.2,6.2,-0.2,0.9,0
Dante Cunningham,2013,13.3,3.5,-1.4,0.3,0
Shawn Marion,2013,18.0,5.3,2.2,2.1,0
Corey Brewer,2013,14.7,3.9,0.4,1.2,0
Tiago Splitter,2013,18.7,8.2,2.2,2.1,0
Jameer Nelson,2013,14.4,2.1,-1.2,0.4,0
Maurice Harkless,2013,12.5,2.4,-1.3,0.4,0
Reggie Evans,2013,12.8,4.3,-1.7,0.1,0
Nikola Peković,2013,20.2,6.7,0.5,1.2,0
Kendrick Perkins,2013,8.2,2.5,-1.8,0.1,0
Mike Dunleavy,2013,13.6,4.4,0.4,1.2,0
Courtney Lee,2013,11.7,3.3,-0.5,0.7,0
Larry Sanders,2013,18.7,6.0,1.0,1.5,0
Derrick Williams,2013,14.5,3.0,-1.5,0.2,0
P.J. Tucker,2013,11.6,2.9,-1.5,0.2,0
Marco Belinelli,2013,10.4,3.0,-2.3,-0.1,0
Caron Butler,2013,12.4,3.6,-1.3,0.3,0
Carl Landry,2013,17.5,6.2,-0.2,0.8,0
Marcin Gortat,2013,15.4,3.4,-0.5,0.7,0
Anthony Davis,2013,21.7,6.1,2.5,2.1,0
Alexey Shved,2013,11.0,0.8,-1.7,0.1,0
Markieff Morris,2013,12.6,1.7,-1.9,0.0,0
Kosta Koufos,2013,17.2,6.5,0.6,1.2,0
Kawhi Leonard,2013,16.4,6.2,3.1,2.3,0
Jason Maxiell,2013,11.3,1.8,-3.4,-0.6,0
Derrick Favors,2013,17.5,4.4,-0.5,0.7,0
Shane Battier,2013,10.7,4.4,1.0,1.4,0
Dorell Wright,2013,16.0,4.9,2.6,2.1,0
Patrick Patterson,2013,15.2,4.1,-0.1,0.9,0
Jerryd Bayless,2013,13.5,4.0,0.1,1.0,0
Kirk Hinrich,2013,10.8,3.1,-0.9,0.5,0
Dion Waiters,2013,13.7,0.9,-2.1,-0.1,0
Bradley Beal,2013,13.6,3.0,0.2,1.0,0
Marvin Williams,2013,10.9,2.3,-1.2,0.4,0
Marcus Thornton,2013,16.3,3.2,0.3,1.0,0
Kevin Séraphin,2013,10.3,0.1,-5.5,-1.5,0
J.J. Barea,2013,14.1,1.9,-0.6,0.6,0
Boris Diaw,2013,11.9,4.4,0.8,1.2,0
Jordan Crawford,2013,13.8,1.9,-0.9,0.5,0
Ricky Rubio,2013,16.2,3.0,1.1,1.3,0
Carlos Delfino,2013,13.3,3.5,1.4,1.5,0
E'Twaun Moore,2013,10.7,0.2,-2.3,-0.1,0
Lavoy Allen,2013,11.5,2.5,-3.3,-0.6,0
Jodie Meeks,2013,11.4,3.0,-1.0,0.4,0
Dirk Nowitzki,2013,19.8,5.0,3.1,2.2,0
Wayne Ellington,2013,12.2,3.2,-0.5,0.6,0
Nenê,2013,17.0,4.0,1.3,1.3,0
Pau Gasol,2013,16.7,3.7,2.0,1.7,0
Ramon Sessions,2013,17.7,2.9,-0.4,0.7,0
Steve Novak,2013,11.3,4.0,0.1,0.9,0
Antawn Jamison,2013,15.3,4.3,-0.1,0.8,0
Ed Davis,2013,17.8,5.4,0.2,0.9,0
Steve Nash,2013,16.0,4.3,0.4,1.0,0
Lamar Odom,2013,10.9,2.7,-0.7,0.6,0
John Wall,2013,20.8,4.5,3.9,2.4,0
Norris Cole,2013,7.9,0.6,-4.9,-1.2,0
Nick Collison,2013,13.6,5.2,0.9,1.2,0
Ben Gordon,2013,12.7,-0.6,-3.4,-0.6,0
Andray Blatche,2013,21.9,4.9,2.2,1.6,0
Michael Beasley,2013,10.8,-1.5,-4.7,-1.1,0
Eric Bledsoe,2013,17.5,3.7,3.5,2.2,0
Elton Brand,2013,15.2,3.4,-0.9,0.4,0
Marcus Morris,2013,11.3,1.8,-2.0,0.0,0
C.J. Watson,2013,13.9,3.8,0.9,1.1,0
Jeff Taylor,2013,10.3,1.2,-3.6,-0.6,0
Kevin Durant,2014,29.8,19.2,10.2,9.6,1
Monta Ellis,2014,16.8,4.9,-0.3,1.3,0
DeMar DeRozan,2014,18.4,8.8,1.7,2.8,0
Carmelo Anthony,2014,24.4,10.7,5.0,5.3,0
John Wall,2014,19.5,7.9,2.7,3.6,0
Nicolas Batum,2014,15.8,7.9,3.4,4.0,0
Damian Lillard,2014,18.6,9.6,3.2,3.9,0
LeBron James,2014,29.3,15.9,8.8,7.9,0
Paul George,2014,20.1,10.8,4.9,5.0,0
DeAndre Jordan,2014,18.2,11.1,2.5,3.3,0
Klay Thompson,2014,14.3,6.7,0.8,2.0,0
Blake Griffin,2014,23.9,12.2,4.5,4.7,0
Kyle Lowry,2014,20.1,11.7,4.7,4.8,0
Stephen Curry,2014,24.1,13.4,7.4,6.7,0
Joakim Noah,2014,20.0,11.2,5.3,5.2,0
Jeff Green,2014,13.1,3.3,-1.5,0.3,0
Gordon Hayward,2014,16.2,3.6,0.8,2.0,0
Kevin Love,2014,26.9,14.3,8.9,7.7,0
Chandler Parsons,2014,15.9,7.6,1.7,2.6,0
Wesley Matthews,2014,15.7,8.2,1.9,2.7,0
James Harden,2014,23.5,12.8,5.6,5.3,0
Lance Stephenson,2014,14.7,7.4,1.3,2.3,0
Josh Smith,2014,14.1,1.1,-0.8,0.8,0
Brandon Jennings,2014,15.6,3.9,0.1,1.4,0
Trevor Ariza,2014,15.8,8.0,2.3,3.0,0
Thaddeus Young,2014,16.6,3.5,-0.1,1.3,0
Zach Randolph,2014,18.3,6.4,-0.1,1.3,0
Greg Monroe,2014,18.1,5.9,0.1,1.4,0
Goran Dragić,2014,21.4,10.3,3.9,4.0,0
Serge Ibaka,2014,19.6,9.6,1.7,2.5,0
Marcin Gortat,2014,17.6,8.1,0.8,1.8,0
Ricky Rubio,2014,15.4,5.9,1.2,2.1,0
Dirk Nowitzki,2014,23.6,10.9,5.0,4.7,0
Andre Drummond,2014,22.6,9.9,1.4,2.3,0
Kemba Walker,2014,16.8,5.1,1.7,2.4,0
Corey Brewer,2014,12.7,5.2,-0.2,1.2,0
Robin Lopez,2014,17.7,9.5,1.2,2.1,0
Tristan Thompson,2014,14.9,5.7,-2.1,-0.1,0
Jimmy Butler,2014,13.5,7.1,1.1,2.0,0
Mike Dunleavy,2014,12.6,6.5,0.8,1.8,0
Joe Johnson,2014,15.5,4.9,0.2,1.4,0
Jodie Meeks,2014,14.7,4.5,-0.1,1.2,0
Al Jefferson,2014,22.7,7.8,2.7,3.0,0
Arron Afflalo,2014,16.0,5.3,-0.2,1.1,0
Jeff Teague,2014,17.1,5.2,-0.1,1.2,0
Chris Bosh,2014,19.0,8.0,0.8,1.8,0
Rudy Gay,2014,18.3,4.8,1.7,2.4,0
Rudy Gay,2014,19.6,4.5,2.1,2.0,0
Bradley Beal,2014,14.3,4.0,-0.4,1.0,0
LaMarcus Aldridge,2014,21.8,7.5,2.3,2.7,0
Isaiah Thomas,2014,20.5,7.7,3.2,3.2,0
Kyrie Irving,2014,20.1,6.7,3.4,3.3,0
P.J. Tucker,2014,13.3,6.1,1.0,1.9,0
Victor Oladipo,2014,13.6,1.3,-1.4,0.3,0
Randy Foye,2014,13.3,4.6,0.5,1.6,0
Paul Millsap,2014,19.8,6.7,2.8,3.0,0
David West,2014,17.5,8.1,2.6,2.9,0
Spencer Hawes,2014,15.7,4.5,0.6,1.6,0
Spencer Hawes,2014,15.3,2.6,0.2,0.9,0
José Calderón,2014,15.2,6.3,1.9,2.4,0
Gerald Henderson,2014,13.1,3.6,-1.5,0.3,0
Khris Middleton,2014,12.5,2.7,-2.3,-0.2,0
Evan Turner,2014,12.4,1.4,-3.3,-0.8,0
Evan Turner,2014,13.2,0.7,-3.5,-0.7,0
Mike Conley,2014,20.0,8.2,3.8,3.6,0
George Hill,2014,13.4,7.8,1.6,2.2,0
J.R. Smith,2014,13.9,3.7,-0.2,1.1,0
Michael Carter-Williams,2014,15.5,1.3,-0.5,0.9,0
Roy Hibbert,2014,13.5,5.4,-1.4,0.4,0
Shawn Marion,2014,13.7,4.3,0.2,1.3,0
Kyle Korver,2014,13.5,5.9,1.1,1.9,0
