Player,Season,PER,WS,BPM,VORP,Label
Brandon Knight,2014,16.5,2.8,-0.5,0.9,0
Dwight Howard,2014,21.3,8.0,1.8,2.3,0
Josh McRoberts,2014,13.8,6.5,2.0,2.3,0
Anthony Davis,2014,26.5,10.4,4.8,4.0,0
Taj Gibson,2014,16.0,5.7,-1.0,0.6,0
DeMarre Carroll,2014,13.9,5.8,0.7,1.6,0
Kyle Singler,2014,11.8,4.4,-1.4,0.3,0
Gerald Green,2014,16.5,6.1,1.4,2.0,0
Channing Frye,2014,13.2,5.3,0.7,1.6,0
James Anderson,2014,10.9,1.9,-2.6,-0.3,0
DeMarcus Cousins,2014,26.1,7.9,5.2,4.2,0
David Lee,2014,19.1,7.6,1.3,1.9,0
Jonas Valančiūnas,2014,16.1,6.7,-1.3,0.4,0
Reggie Jackson,2014,15.4,4.9,0.1,1.2,0
Brandon Bass,2014,15.0,5.1,-1.1,0.5,0
Trey Burke,2014,12.6,0.9,-2.6,-0.4,0
Jarrett Jack,2014,11.5,2.3,-2.1,-0.1,0
Wesley Johnson,2014,11.0,1.9,-1.1,0.5,0
Ty Lawson,2014,19.0,6.3,2.3,2.5,0
Amir Johnson,2014,15.4,6.3,0.7,1.5,0
Ramon Sessions,2014,16.0,4.3,-0.8,0.7,0
Richard Jefferson,2014,11.8,2.7,-1.4,0.3,0
Luol Deng,2014,15.2,4.5,0.4,1.4,0
Harrison Barnes,2014,9.8,3.2,-1.6,0.2,0
Derrick Favors,2014,19.0,5.1,0.1,1.2,0
Alec Burks,2014,15.8,3.2,-0.8,0.7,0
Ben McLemore,2014,7.7,0.8,-4.0,-1.1,0
Jameer Nelson,2014,13.9,2.8,-1.1,0.5,0
Kenneth Faried,2014,19.8,6.5,1.0,1.6,0
Mario Chalmers,2014,14.0,4.8,0.2,1.2,0
Kevin Martin,2014,16.3,5.3,0.3,1.3,0
Chris Paul,2014,25.9,12.2,8.6,5.8,0
Terrence Ross,2014,12.0,4.2,-0.2,1.0,0
Tim Duncan,2014,21.3,7.4,3.3,2.9,0
Martell Webster,2014,11.5,5.0,-0.4,0.9,0
Markieff Morris,2014,18.4,6.4,1.0,1.6,0
Carlos Boozer,2014,14.4,3.4,-2.1,-0.1,0
Enes Freedom,2014,15.6,2.2,-3.6,-0.9,0
Kirk Hinrich,2014,10.8,3.8,-1.0,0.6,0
Paul Pierce,2014,16.8,5.2,1.6,1.9,0
Jamal Crawford,2014,17.3,5.3,1.6,1.9,0
Terrence Jones,2014,19.1,7.3,2.2,2.2,0
Dion Waiters,2014,14.0,1.6,-1.5,0.3,0
Darren Collison,2014,16.2,5.9,1.5,1.8,0
Deron Williams,2014,17.6,5.4,1.2,1.7,0
Eric Gordon,2014,14.9,2.5,-0.5,0.8,0
Jeremy Lin,2014,14.3,4.4,-0.2,0.9,0
Al-Farouq Aminu,2014,13.2,3.1,-0.6,0.7,0
Jared Sullinger,2014,16.4,3.9,-1.4,0.3,0
Andre Iguodala,2014,13.7,5.8,2.3,2.2,0
Tyreke Evans,2014,18.4,3.1,0.6,1.3,0
Raymond Felton,2014,12.9,2.2,-1.2,0.4,0
Marco Belinelli,2014,15.0,5.9,1.3,1.7,0
Norris Cole,2014,8.8,1.2,-3.1,-0.6,0
Jason Thompson,2014,11.1,2.7,-3.2,-0.6,0
Tony Parker,2014,18.9,5.9,0.9,1.5,0
Boris Diaw,2014,14.1,4.9,1.3,1.6,0
Shaun Livingston,2014,14.5,4.4,0.4,1.2,0
Vince Carter,2014,15.9,4.3,1.2,1.6,0
Courtney Lee,2014,13.8,4.7,0.9,1.5,0
Marc Gasol,2014,18.2,5.6,3.0,2.5,0
Miles Plumlee,2014,14.6,4.0,-1.3,0.3,0
Iman Shumpert,2014,9.6,2.0,-2.0,0.0,0
Maurice Harkless,2014,11.8,2.8,-0.4,0.8,0
Rodney Stuckey,2014,14.0,2.2,-2.9,-0.4,0
Tayshaun Prince,2014,8.2,1.5,-2.5,-0.2,0
D.J. Augustin,2014,16.2,6.2,1.4,1.7,0
D.J. Augustin,2014,16.8,6.4,1.9,1.8,0
Ray Allen,2014,12.8,4.1,-0.4,0.8,0
Wilson Chandler,2014,12.4,3.1,-0.8,0.6,0
Kawhi Leonard,2014,19.4,7.7,5.1,3.5,0
Giannis Antetokounmpo,2014,10.8,1.2,-2.5,-0.2,0
Pau Gasol,2014,19.3,3.0,1.2,1.5,0
Tim Hardaway Jr.,2014,12.7,3.1,-1.8,0.1,0
J.J. Hickson,2014,16.2,3.3,-0.9,0.5,0
Jordan Crawford,2014,14.3,2.8,-0.6,0.6,0
John Henson,2014,17.9,3.3,-0.5,0.7,0
Avery Bradley,2014,12.7,1.8,-1.9,0.1,0
Tobias Harris,2014,16.5,4.1,-0.7,0.6,0
Mo Williams,2014,11.8,2.2,-2.0,0.0,0
Derrick Williams,2014,11.5,2.6,-2.1,0.0,0
Derrick Williams,2014,11.9,2.5,-1.9,0.1,0
Nikola Vučević,2014,18.8,4.4,0.1,1.0,0
Nick Young,2014,16.0,2.5,-0.5,0.7,0
Marcus Morris,2014,14.8,4.2,0.5,1.1,0
Anderson Varejão,2014,17.0,5.4,1.4,1.6,0
Draymond Green,2014,12.7,4.5,1.9,1.8,0
Greivis Vásquez,2014,14.1,3.6,-0.4,0.7,0
Dwyane Wade,2014,22.0,5.5,2.9,2.2,0
Alan Anderson,2014,9.5,1.7,-2.8,-0.4,0
Timofey Mozgov,2014,16.7,4.5,-0.8,0.5,0
Andrew Bogut,2014,17.0,6.5,3.0,2.2,0
Tony Wroten,2014,12.9,-0.9,-3.7,-0.7,0
Patrick Beverley,2014,12.4,4.2,0.6,1.2,0
Hollis Thompson,2014,9.5,2.0,-3.2,-0.5,0
Marcus Thornton,2014,12.0,2.0,-1.5,0.2,0
Matt Barnes,2014,12.0,3.5,-0.2,0.8,0
Jared Dudley,2014,8.9,2.4,-1.5,0.2,0
John Salmons,2014,7.8,1.7,-1.9,0.0,0
Mike Miller,2014,12.5,3.9,0.4,1.0,0
Jerryd Bayless,2014,12.0,2.4,-1.8,0.1,0
Marvin Williams,2014,14.0,2.9,0.0,0.9,0
Brian Roberts,2014,13.4,2.2,-1.7,0.1,0
Nikola Peković,2014,20.7,5.9,0.6,1.1,0
Tyson Chandler,2014,16.4,4.9,0.2,0.9,0
Glen Davis,2014,13.1,2.0,-2.5,-0.2,0
Danny Green,2014,13.9,4.2,3.2,2.2,0
Dante Cunningham,2014,12.6,2.9,-0.8,0.5,0
Andray Blatche,2014,18.8,3.7,0.0,0.8,0
Samuel Dalembert,2014,16.8,4.9,-0.8,0.5,0
Thabo Sefolosha,2014,10.4,3.0,0.3,0.9,0
Kentavious Caldwell-Pope,2014,9.4,1.8,-2.6,-0.2,0
Kendall Marshall,2014,12.6,0.9,-2.4,-0.2,0
Nenê,2014,16.6,3.2,0.3,0.9,0
Aaron Brooks,2014,12.5,2.2,-1.0,0.4,0
Trevor Booker,2014,15.0,4.3,-0.1,0.7,0
Manu Ginóbili,2014,20.0,5.7,4.0,2.4,0
Jeremy Lamb,2014,13.4,3.3,0.1,0.8,0
Patrick Patterson,2014,14.6,3.8,0.5,1.0,0
Patty Mills,2014,18.7,5.6,4.0,2.3,0
E'Twaun Moore,2014,11.1,1.7,-1.6,0.2,0
Evan Fournier,2014,10.3,1.4,-2.9,-0.4,0
Michael Kidd-Gilchrist,2014,12.0,3.1,-2.1,0.0,0
Jordan Hill,2014,19.3,4.4,-0.5,0.6,0
James Harden,2015,26.7,16.4,8.8,8.1,0
Andrew Wiggins,2015,13.9,2.1,-2.4,-0.3,0
Trevor Ariza,2015,12.7,6.6,1.0,2.2,0
Damian Lillard,2015,20.7,10.6,4.7,4.9,0
Chris Paul,2015,26.0,16.1,8.0,7.2,0
John Wall,2015,19.9,7.8,3.6,4.0,0
DeAndre Jordan,2015,21.0,12.8,2.9,3.5,0
Eric Bledsoe,2015,18.4,7.0,2.1,2.9,0
Joe Johnson,2015,14.1,4.1,-0.1,1.3,0
Kyrie Irving,2015,21.5,10.4,4.1,4.2,0
Monta Ellis,2015,16.5,3.6,-0.1,1.3,0
Tyreke Evans,2015,17.7,4.6,1.2,2.2,0
Marc Gasol,2015,21.7,10.2,5.1,4.8,0
Pau Gasol,2015,22.7,10.4,3.5,3.7,0
Ben McLemore,2015,10.4,2.5,-2.2,-0.2,0
Ty Lawson,2015,18.5,7.0,2.2,2.8,0
Goran Dragić,2015,17.4,6.8,0.8,1.8,0
Goran Dragić,2015,16.7,4.0,0.1,0.9,0
Gordon Hayward,2015,20.2,8.7,4.0,4.0,0
Stephen Curry,2015,28.0,15.7,9.9,7.9,1
Kentavious Caldwell-Pope,2015,11.2,2.8,-1.7,0.2,0
Markieff Morris,2015,15.8,4.6,-0.3,1.1,0
Victor Oladipo,2015,15.9,3.5,-0.4,1.1,0
Giannis Antetokounmpo,2015,14.8,6.2,0.0,1.2,0
Kevin Love,2015,18.8,8.7,2.7,3.0,0
Nikola Vučević,2015,21.5,7.0,0.9,1.8,0
Jimmy Butler,2015,21.3,11.2,4.6,4.2,0
LaMarcus Aldridge,2015,22.8,8.6,2.9,3.1,0
Andre Drummond,2015,21.4,7.7,-0.1,1.2,0
Arron Afflalo,2015,10.7,2.6,-2.5,-0.3,0
Arron Afflalo,2015,11.7,1.8,-1.9,0.1,0
LeBron James,2015,25.9,10.4,7.1,5.7,0
Draymond Green,2015,16.4,8.5,3.5,3.5,0
Elfrid Payton,2015,13.8,2.3,-1.2,0.5,0
Wilson Chandler,2015,13.2,3.6,-0.6,0.9,0
Klay Thompson,2015,20.8,8.8,4.4,4.0,0
Anthony Davis,2015,30.8,14.0,8.9,6.7,0
Jeff Green,2015,14.4,5.2,-0.2,1.2,0
Marcin Gortat,2015,18.2,8.6,1.5,2.1,0
Thaddeus Young,2015,15.7,3.1,-0.1,1.1,0
Thaddeus Young,2015,15.0,1.4,-0.5,0.6,0
Avery Bradley,2015,11.5,2.5,-2.2,-0.1,0
Luol Deng,2015,15.5,5.4,0.0,1.2,0
Kyle Korver,2015,14.8,7.5,2.8,3.0,0
Kyle Lowry,2015,19.3,7.1,3.0,3.1,0
JJ Redick,2015,16.2,6.7,1.3,2.0,0
Rudy Gay,2015,19.7,6.1,2.7,2.9,0
Paul Millsap,2015,20.0,8.3,3.4,3.3,0
P.J. Tucker,2015,12.5,4.9,0.4,1.4,0
Solomon Hill,2015,10.2,3.5,-1.5,0.3,0
Nicolas Batum,2015,13.1,5.2,2.1,2.4,0
Khris Middleton,2015,15.6,6.7,1.6,2.2,0
Tobias Harris,2015,16.7,4.8,0.5,1.5,0
Mario Chalmers,2015,11.7,2.8,-2.5,-0.3,0
Blake Griffin,2015,22.8,9.0,4.0,3.6,0
Courtney Lee,2015,11.5,4.8,-0.5,0.9,0
Harrison Barnes,2015,13.4,6.7,0.1,1.2,0
Al Horford,2015,21.4,8.7,4.1,3.6,0
Gerald Henderson,2015,13.2,3.6,-1.4,0.4,0
Danny Green,2015,16.5,7.8,4.6,3.8,0
Nerlens Noel,2015,15.0,4.0,-0.3,1.0,0
Zach Randolph,2015,19.5,7.2,1.3,1.9,0
Russell Westbrook,2015,29.1,10.6,8.1,5.8,0
Josh Smith,2015,14.9,2.3,0.7,1.6,0
Trey Burke,2015,12.6,2.4,-1.4,0.3,0
Tyson Chandler,2015,20.1,10.3,2.6,2.7,0
Dirk Nowitzki,2015,19.2,7.2,2.2,2.4,0
Derrick Favors,2015,21.8,8.3,2.5,2.6,0
Matt Barnes,2015,11.3,4.3,-0.3,1.0,0
Reggie Jackson,2015,17.2,4.9,1.1,1.8,0
Evan Turner,2015,12.8,2.5,-1.0,0.6,0
Wesley Johnson,2015,11.1,1.7,-1.9,0.1,0
Jarrett Jack,2015,14.6,2.6,-1.1,0.5,0
Jeff Teague,2015,20.6,7.7,2.9,2.8,0
Tim Duncan,2015,22.6,9.6,5.1,4.0,0
Mike Conley,2015,18.6,6.8,2.8,2.7,0
Dion Waiters,2015,10.9,1.1,-3.3,-0.7,0
Tristan Thompson,2015,15.6,6.8,-1.2,0.4,0
Gorgui Dieng,2015,17.2,4.9,0.2,1.2,0
DeMarre Carroll,2015,15.9,7.0,1.7,2.0,0
Chandler Parsons,2015,16.3,5.5,1.6,2.0,0
Rudy Gobert,2015,21.6,9.3,4.2,3.4,0
Patrick Patterson,2015,14.6,6.1,2.5,2.4,0
Michael Carter-Williams,2015,14.1,0.8,-1.1,0.5,0
Greg Monroe,2015,21.2,6.8,2.0,2.1,0
Enes Freedom,2015,20.3,6.4,-0.9,0.6,0
Kemba Walker,2015,17.6,4.5,2.3,2.3,0
Serge Ibaka,2015,16.6,5.6,0.9,1.6,0
Deron Williams,2015,15.7,3.6,0.2,1.2,0
Bradley Beal,2015,14.0,3.7,0.1,1.1,0
Brook Lopez,2015,22.7,7.0,1.2,1.6,0
DeMar DeRozan,2015,17.4,4.0,-0.9,0.6,0
Jonas Valančiūnas,2015,20.6,8.2,0.5,1.3,0
Terrence Ross,2015,11.2,2.4,-1.4,0.3,0
Corey Brewer,2015,13.9,3.1,-1.0,0.5,0
Kenneth Faried,2015,18.4,5.6,-0.1,1.0,0
J.R. Smith,2015,13.6,3.7,0.7,1.5,0
Andre Iguodala,2015,12.3,5.1,0.9,1.5,0
Joakim Noah,2015,15.3,5.6,2.1,2.1,0
Marcus Morris,2015,13.7,4.0,0.1,1.1,0
Timofey Mozgov,2015,16.6,5.7,-0.7,0.7,0
Donatas Motiejūnas,2015,14.4,4.7,-0.5,0.8,0
Marvin Williams,2015,11.8,4.3,0.0,1.0,0
Brandon Knight,2015,17.1,4.5,1.6,1.9,0
Brandon Knight,2015,18.5,4.4,2.5,1.9,0
Kawhi Leonard,2015,22.0,8.6,5.9,4.1,0
Wesley Matthews,2015,16.1,6.2,3.1,2.6,0
Eric Gordon,2015,12.7,2.9,-1.0,0.5,0
Rajon Rondo,2015,13.5,1.6,-0.8,0.6,0
Lou Williams,2015,19.9,6.6,2.6,2.3,0
DeMarcus Cousins,2015,25.2,6.0,4.3,3.2,0
Al Jefferson,2015,19.7,4.7,1.6,1.8,0
Greivis Vásquez,2015,12.6,2.8,-1.0,0.5,0
Jason Thompson,2015,10.2,2.4,-2.8,-0.4,0
Boris Diaw,2015,12.7,3.6,-0.4,0.8,0
Ömer Aşık,2015,15.5,5.0,-1.2,0.4,0
Mo Williams,2015,15.4,2.1,-0.8,0.6,0
Amir Johnson,2015,15.4,5.1,-0.1,0.9,0
Dwyane Wade,2015,21.4,3.5,2.1,2.1,0
D.J. Augustin,2015,13.9,3.4,-1.2,0.4,0
Robert Covington,2015,14.7,4.0,0.7,1.3,0
Tony Parker,2015,15.9,4.1,-1.3,0.3,0
Brandon Bass,2015,16.3,5.3,0.0,1.0,0
Roy Hibbert,2015,15.4,4.2,-1.2,0.4,0
Luc Mbah a Moute,2015,10.6,1.1,-2.8,-0.4,0
Paul Pierce,2015,15.2,5.5,1.5,1.7,0
Jeremy Lin,2015,15.6,2.7,-0.4,0.8,0
Zach LaVine,2015,11.3,-0.7,-4.6,-1.3,0
David West,2015,16.0,4.3,1.6,1.7,0
Aaron Brooks,2015,14.4,3.3,-0.8,0.5,0
Rodney Stuckey,2015,15.4,4.0,0.3,1.1,0
Jordan Hill,2015,16.2,2.2,-2.2,-0.1,0
Channing Frye,2015,9.5,2.1,-1.5,0.2,0
Shane Larkin,2015,10.9,1.7,-2.8,-0.4,0
Bojan Bogdanović,2015,11.6,2.4,-1.7,0.1,0
C.J. Miles,2015,14.1,3.6,0.9,1.3,0
Ed Davis,2015,20.0,6.3,1.5,1.6,0
Mike Dunleavy,2015,11.6,4.1,0.0,0.9,0
Norris Cole,2015,10.9,1.4,-2.8,-0.4,0
Dante Exum,2015,5.7,-0.1,-4.3,-1.1,0
Marcus Smart,2015,11.0,2.9,-0.5,0.7,0
Anthony Morrow,2015,14.8,5.7,1.8,1.7,0
Quincy Pondexter,2015,9.9,2.9,-2.1,0.0,0
Jason Smith,2015,12.0,1.2,-3.8,-0.8,0
Hollis Thompson,2015,10.9,2.6,-1.8,0.1,0
Steven Adams,2015,14.1,4.1,-1.3,0.3,0
Alan Anderson,2015,10.6,2.7,-1.5,0.2,0
Mason Plumlee,2015,18.0,4.8,0.1,0.9,0
Kyle Singler,2015,8.5,2.0,-2.1,0.0,0
Tyler Zeller,2015,18.9,6.5,0.9,1.3,0
Zaza Pachulia,2015,15.6,4.2,0.4,1.0,0
Patrick Beverley,2015,11.3,3.5,0.1,0.9,0
Isaiah Thomas,2015,20.6,6.1,3.2,2.3,0
Jerryd Bayless,2015,11.1,2.4,-2.1,0.0,0
Jared Dudley,2015,12.3,4.1,0.6,1.1,0
Jamal Crawford,2015,16.6,3.6,0.7,1.2,0
O.J. Mayo,2015,13.5,2.8,-0.6,0.6,0
Nenê,2015,14.3,3.0,-0.8,0.5,0
Carlos Boozer,2015,16.4,2.2,-1.7,0.1,0
Taj Gibson,2015,16.1,4.8,-0.4,0.7,0
Devin Harris,2015,14.8,4.2,1.4,1.4,0
Tim Hardaway Jr.,2015,12.1,0.8,-2.8,-0.3,0
Wayne Ellington,2015,11.6,1.2,-2.3,-0.1,0
Ryan Anderson,2015,15.6,3.5,-0.3,0.7,0
Joe Ingles,2015,9.6,2.2,-1.2,0.3,0
Evan Fournier,2015,12.4,2.1,-1.8,0.1,0
Luis Scola,2015,16.8,4.4,-0.3,0.7,0
Nikola Mirotić,2015,17.9,5.7,2.3,1.8,0
Dante Cunningham,2015,8.9,1.6,-2.5,-0.2,0
Tony Allen,2015,14.6,4.1,1.6,1.5,0
Jae Crowder,2015,13.9,3.9,0.5,1.0,0
Jason Terry,2015,11.4,3.6,0.5,1.0,0
Robin Lopez,2015,16.2,5.1,0.1,0.9,0
Caron Butler,2015,9.3,2.4,-1.7,0.1,0
Kirk Hinrich,2015,6.8,1.0,-3.8,-0.7,0
Manu Ginóbili,2015,16.2,3.7,1.7,1.5,0
Michael Kidd-Gilchrist,2015,15.1,3.8,-0.5,0.6,0
Andrew Bogut,2015,15.8,5.2,2.4,1.8,0
Lance Stephenson,2015,8.8,-0.9,-4.5,-1.0,0
Jared Sullinger,2015,17.9,4.0,1.1,1.2,0
Darren Collison,2015,17.5,3.8,2.1,1.6,0
Trevor Booker,2015,15.3,3.6,-0.2,0.7,0
Austin Rivers,2015,10.3,1.5,-2.8,-0.3,0
Chris Bosh,2015,19.8,3.6,1.3,1.3,0
Iman Shumpert,2015,11.4,1.5,-0.9,0.4,0
Derrick Rose,2015,15.9,1.2,-0.6,0.6,0
Steve Blake,2015,9.5,2.1,-1.8,0.1,0
Alex Len,2015,13.5,3.4,-1.8,0.1,0
Dennis Schröder,2015,15.7,2.5,-1.3,0.2,0
Rasual Butler,2015,11.4,2.6,-0.8,0.4,0
James Harden,2016,25.3,13.3,6.6,6.8,0
Gordon Hayward,2016,18.3,8.9,2.6,3.3,0
Kemba Walker,2016,20.8,9.9,4.0,4.3,0
Trevor Ariza,2016,12.9,5.4,0.4,1.7,0
Marcus Morris,2016,12.7,5.4,-0.2,1.3,0
Khris Middleton,2016,16.8,6.1,0.6,1.9,0
Kyle Lowry,2016,22.2,11.6,5.8,5.7,0
Andrew Wiggins,2016,16.5,4.1,-1.3,0.5,0
Giannis Antetokounmpo,2016,18.8,7.1,2.1,2.9,0
Paul George,2016,20.9,9.2,4.9,4.9,0
Draymond Green,2016,19.3,11.1,5.5,5.3,0
DeMar DeRozan,2016,21.5,9.9,2.5,3.2,0
Kentavious Caldwell-Pope,2016,12.4,5.3,-0.3,1.2,0
John Wall,2016,19.8,5.7,3.5,3.9,0
CJ McCollum,2016,17.7,6.0,1.3,2.3,0
Russell Westbrook,2016,27.6,14.0,7.8,6.8,0
Monta Ellis,2016,13.7,4.3,0.1,1.5,0
LeBron James,2016,27.5,13.6,9.0,7.5,0
Joe Johnson,2016,12.0,2.7,-1.9,0.1,0
Joe Johnson,2016,10.7,0.7,-2.6,-0.3,0
Stephen Curry,2016,31.5,17.9,11.9,9.5,1
Damian Lillard,2016,22.2,9.2,4.4,4.3,0
Andre Drummond,2016,21.2,7.4,1.1,2.0,0
Klay Thompson,2016,18.6,8.0,1.8,2.5,0
Paul Millsap,2016,21.3,10.1,4.2,4.1,0
Isaiah Thomas,2016,21.5,9.7,4.3,4.2,0
Wesley Matthews,2016,10.9,3.7,-1.0,0.6,0
Al Horford,2016,19.4,9.4,3.8,3.9,0
Karl-Anthony Towns,2016,22.5,8.3,2.2,2.7,0
DeAndre Jordan,2016,20.6,11.5,2.8,3.2,0
Kevin Durant,2016,28.2,14.5,9.9,7.8,0
Evan Fournier,2016,14.6,5.7,-0.3,1.1,0
Jordan Clarkson,2016,14.3,2.1,-1.6,0.2,0
Rodney Hood,2016,14.1,6.0,0.7,1.7,0
P.J. Tucker,2016,10.8,3.5,-1.2,0.5,0
Rajon Rondo,2016,16.9,4.6,1.0,1.9,0
Avery Bradley,2016,13.2,4.8,-0.1,1.2,0
Carmelo Anthony,2016,20.3,6.4,3.3,3.4,0
George Hill,2016,13.2,6.2,0.7,1.7,0
Tobias Harris,2016,16.2,6.6,1.5,2.2,0
Tobias Harris,2016,15.0,3.3,0.6,1.0,0
Serge Ibaka,2016,13.9,5.5,-0.6,0.8,0
Jimmy Butler,2016,21.3,9.1,4.4,3.9,0
Brook Lopez,2016,21.7,6.2,1.3,2.1,0
Nicolas Batum,2016,15.6,5.0,1.2,2.0,0
Gary Harris,2016,12.7,4.0,-0.9,0.7,0
Reggie Jackson,2016,19.6,6.9,2.7,2.8,0
Kevin Love,2016,19.0,8.5,3.3,3.3,0
Chris Paul,2016,26.2,12.7,7.9,6.0,0
Jabari Parker,2016,14.8,3.6,-2.0,0.0,0
Thaddeus Young,2016,17.5,4.1,0.0,1.2,0
Kyle Korver,2016,9.7,4.1,-1.0,0.6,0
Luol Deng,2016,15.0,6.4,0.8,1.7,0
Kawhi Leonard,2016,26.0,13.7,9.1,6.7,0
Victor Oladipo,2016,16.7,4.9,1.7,2.3,0
Rudy Gay,2016,15.5,3.8,-0.3,1.0,0
Arron Afflalo,2016,10.9,2.7,-2.9,-0.5,0
Dirk Nowitzki,2016,19.0,6.8,2.5,2.7,0
Goran Dragić,2016,15.5,4.7,-0.4,1.0,0
J.R. Smith,2016,12.4,5.5,0.5,1.5,0
Will Barton,2016,16.0,4.3,0.8,1.7,0
Al-Farouq Aminu,2016,12.7,4.0,0.1,1.2,0
Marvin Williams,2016,16.9,7.8,2.7,2.7,0
Courtney Lee,2016,11.5,3.9,-1.0,0.6,0
Ricky Rubio,2016,17.6,5.8,1.8,2.3,0
Greg Monroe,2016,21.8,7.5,2.1,2.4,0
Jae Crowder,2016,15.8,7.3,2.2,2.5,0
Zach LaVine,2016,14.3,2.6,-1.5,0.3,0
Pau Gasol,2016,21.7,7.1,4.9,4.0,0
Julius Randle,2016,13.9,1.6,-3.2,-0.7,0
Dwight Howard,2016,18.9,6.6,0.1,1.2,0
Otto Porter Jr.,2016,14.5,5.6,1.1,1.8,0
Evan Turner,2016,13.6,4.0,0.0,1.1,0
Tristan Thompson,2016,15.9,8.7,0.2,1.2,0
LaMarcus Aldridge,2016,22.4,10.1,2.3,2.5,0
D'Angelo Russell,2016,13.2,0.0,-2.3,-0.1,0
Dwyane Wade,2016,20.3,4.9,1.9,2.2,0
Marcin Gortat,2016,19.0,7.3,0.6,1.5,0
