Player,Season,PER,WS,BPM,VORP,Label
Jeff Teague,2016,17.9,5.9,1.3,1.9,0
Jeff Green,2016,13.0,3.1,-1.8,0.1,0
Jeff Green,2016,13.4,2.2,-1.4,0.2,0
DeMarcus Cousins,2016,23.6,5.7,3.3,3.0,0
Ish Smith,2016,14.9,1.3,-1.6,0.2,0
Ish Smith,2016,14.4,0.4,-2.3,-0.1,0
Justise Winslow,2016,8.4,2.5,-2.6,-0.3,0
Gorgui Dieng,2016,17.1,5.9,0.8,1.5,0
Robin Lopez,2016,17.6,5.8,-0.2,1.0,0
Darren Collison,2016,15.9,5.2,0.1,1.2,0
Raymond Felton,2016,11.9,2.7,-1.6,0.2,0
Matt Barnes,2016,11.7,2.6,-0.9,0.6,0
Anthony Davis,2016,25.0,7.2,3.9,3.2,0
Hollis Thompson,2016,9.2,1.2,-3.4,-0.7,0
Dion Waiters,2016,9.4,2.1,-2.8,-0.4,0
Elfrid Payton,2016,13.9,2.2,-1.2,0.4,0
Jamal Crawford,2016,14.0,3.3,-1.4,0.3,0
Hassan Whiteside,2016,25.6,10.3,4.1,3.3,0
Bojan Bogdanović,2016,10.7,0.9,-3.5,-0.8,0
Devin Booker,2016,11.9,1.9,-2.8,-0.5,0
Deron Williams,2016,14.6,3.7,-0.3,0.9,0
Allen Crabbe,2016,12.2,4.3,-1.0,0.5,0
Jared Dudley,2016,11.7,4.6,-0.1,1.0,0
JJ Redick,2016,17.5,6.7,2.2,2.2,0
Derrick Rose,2016,13.4,0.4,-2.5,-0.3,0
Mason Plumlee,2016,17.2,6.1,1.5,1.9,0
Kent Bazemore,2016,13.4,4.1,0.3,1.2,0
Emmanuel Mudiay,2016,9.9,-2.1,-4.2,-1.2,0
Jerami Grant,2016,12.6,2.1,-1.7,0.1,0
Danny Green,2016,10.5,4.2,1.1,1.6,0
Jeremy Lin,2016,13.8,3.5,-0.9,0.5,0
Kristaps Porziņģis,2016,17.7,4.4,0.9,1.5,0
Cory Joseph,2016,12.4,3.5,-1.2,0.4,0
Harrison Barnes,2016,12.3,4.9,-1.3,0.3,0
Patrick Beverley,2016,13.0,4.4,0.2,1.1,0
Nikola Vučević,2016,21.1,5.2,1.9,2.0,0
Langston Galloway,2016,11.7,3.3,-1.0,0.5,0
José Calderón,2016,12.3,4.0,-0.6,0.7,0
Patrick Patterson,2016,10.6,3.6,-0.1,1.0,0
Zach Randolph,2016,18.3,4.3,-0.3,0.9,0
Steven Adams,2016,15.5,6.5,0.2,1.1,0
Ryan Anderson,2016,17.2,3.9,-0.2,0.9,0
Zaza Pachulia,2016,16.2,6.0,-0.2,0.9,0
Derrick Favors,2016,21.6,7.1,3.3,2.6,0
Tony Parker,2016,16.2,5.8,0.4,1.2,0
Dante Cunningham,2016,8.6,2.1,-2.8,-0.4,0
Isaiah Canaan,2016,11.1,1.4,-2.4,-0.2,0
Nerlens Noel,2016,16.2,3.0,-0.2,0.9,0
Garrett Temple,2016,9.3,2.7,-2.1,0.0,0
Taj Gibson,2016,15.7,5.4,0.0,1.0,0
Rudy Gobert,2016,17.5,6.4,2.2,2.0,0
Jared Sullinger,2016,16.7,4.8,0.6,1.3,0
Lou Williams,2016,17.7,4.7,1.3,1.6,0
Robert Covington,2016,13.2,2.0,-0.9,0.5,0
Ersan İlyasova,2016,14.2,4.4,-0.2,0.9,0
Omri Casspi,2016,13.9,3.6,0.1,1.0,0
Roy Hibbert,2016,11.2,2.2,-3.2,-0.6,0
Brandon Knight,2016,14.7,1.7,-0.6,0.6,0
Matthew Dellavedova,2016,11.3,3.8,-1.2,0.4,0
Aaron Gordon,2016,17.0,5.4,1.0,1.4,0
Kobe Bryant,2016,14.9,-0.4,-1.6,0.2,0
Doug McDermott,2016,10.9,2.8,-2.9,-0.4,0
Danilo Gallinari,2016,19.0,6.3,2.7,2.2,0
Jrue Holiday,2016,19.7,3.4,2.1,1.9,0
Alex Len,2016,12.4,1.3,-4.3,-1.0,0
Ian Mahinmi,2016,16.6,6.2,0.9,1.4,0
Nik Stauskas,2016,9.2,0.5,-3.8,-0.8,0
Bismack Biyombo,2016,14.9,5.9,-0.2,0.8,0
Amir Johnson,2016,16.0,5.9,1.2,1.4,0
Chandler Parsons,2016,16.2,4.3,2.0,1.8,0
Marc Gasol,2016,17.7,3.7,1.7,1.7,0
Chris Bosh,2016,20.2,6.4,4.0,2.7,0
Cody Zeller,2016,16.1,6.3,-0.1,0.9,0
Mike Conley,2016,19.4,5.3,3.0,2.2,0
Thabo Sefolosha,2016,12.4,4.5,0.8,1.3,0
Shane Larkin,2016,13.3,1.4,-2.0,0.0,0
Terrence Ross,2016,12.9,3.6,0.3,1.0,0
Nikola Jokić,2016,21.5,6.7,3.9,2.6,0
Andre Iguodala,2016,12.2,4.4,1.1,1.4,0
Enes Freedom,2016,24.0,8.1,1.2,1.4,0
Frank Kaminsky,2016,12.5,3.3,-0.8,0.5,0
Bradley Beal,2016,15.5,2.7,0.3,1.0,0
Kenneth Faried,2016,21.0,5.5,0.3,1.0,0
Stanley Johnson,2016,8.7,0.6,-3.3,-0.5,0
Mirza Teletović,2016,16.2,3.8,1.3,1.4,0
Ed Davis,2016,18.7,6.7,1.9,1.6,0
Shabazz Muhammad,2016,15.2,2.7,-2.5,-0.2,0
Marco Belinelli,2016,9.4,0.5,-3.8,-0.8,0
Corey Brewer,2016,9.9,1.2,-2.9,-0.4,0
Ramon Sessions,2016,15.9,3.8,-0.3,0.7,0
J.J. Barea,2016,15.4,2.8,0.0,0.9,0
Marcus Smart,2016,11.3,2.9,-1.0,0.4,0
Kyrie Irving,2016,19.9,5.0,2.3,1.8,0
Wesley Johnson,2016,11.0,2.6,-0.2,0.8,0
Patty Mills,2016,14.6,4.8,1.5,1.5,0
Michael Carter-Williams,2016,13.9,1.2,-0.7,0.5,0
Nikola Mirotić,2016,15.6,3.9,1.5,1.5,0
Randy Foye,2016,7.6,0.4,-3.3,-0.5,0
Luis Scola,2016,13.6,3.3,-1.1,0.4,0
Trevor Booker,2016,14.4,4.3,0.0,0.8,0
Alonzo Gee,2016,8.4,1.9,-2.6,-0.2,0
Markieff Morris,2016,12.2,0.5,-2.4,-0.2,0
Dennis Schröder,2016,15.5,2.2,-0.8,0.5,0
Tony Allen,2016,12.9,2.4,-1.0,0.4,0
Tyson Chandler,2016,14.7,3.8,-1.1,0.4,0
Wayne Ellington,2016,10.1,0.8,-2.8,-0.3,0
T.J. McConnell,2016,14.5,1.9,-1.2,0.3,0
Lavoy Allen,2016,12.4,3.7,-1.6,0.2,0
Jahlil Okafor,2016,17.1,1.2,-2.3,-0.1,0
Gerald Green,2016,10.1,1.7,-3.1,-0.4,0
Jonas Valančiūnas,2016,22.6,6.9,1.7,1.4,0
Andre Roberson,2016,10.2,3.4,0.5,1.0,0
Tim Duncan,2016,16.9,5.2,3.0,2.0,0
Shaun Livingston,2016,13.8,4.6,0.3,0.9,0
Darrell Arthur,2016,12.5,2.3,-0.8,0.4,0
Jordan Hill,2016,16.4,3.9,-0.7,0.5,0
Jerryd Bayless,2016,12.4,2.4,-0.8,0.4,0
Andrew Wiggins,2017,16.5,4.2,-1.7,0.2,0
Karl-Anthony Towns,2017,25.9,12.7,4.7,5.2,0
James Harden,2017,27.4,15.0,8.7,8.0,0
Giannis Antetokounmpo,2017,26.1,12.4,7.3,6.7,0
John Wall,2017,23.2,8.8,4.7,4.8,0
Jimmy Butler,2017,25.1,13.8,7.3,6.6,0
Harrison Barnes,2017,16.3,4.6,-0.8,0.8,0
Russell Westbrook,2017,30.6,13.1,11.1,9.3,1
CJ McCollum,2017,19.9,7.6,2.0,2.8,0
LeBron James,2017,27.0,12.9,7.6,6.7,0
Trevor Ariza,2017,12.3,6.0,1.0,2.1,0
Rudy Gobert,2017,23.3,14.3,4.4,4.4,0
Kemba Walker,2017,21.3,8.1,4.1,4.2,0
Devin Booker,2017,14.6,2.0,-1.9,0.1,0
Anthony Davis,2017,27.5,11.0,5.9,5.4,0
Damian Lillard,2017,24.1,10.4,5.0,4.8,0
Paul George,2017,20.2,7.1,3.1,3.4,0
Bradley Beal,2017,20.1,8.5,3.3,3.5,0
Jeff Teague,2017,19.2,8.1,2.2,2.8,0
Gorgui Dieng,2017,14.2,5.7,-0.1,1.3,0
Klay Thompson,2017,17.4,7.1,0.8,1.9,0
Stephen Curry,2017,24.6,12.6,6.9,5.9,0
DeMar DeRozan,2017,24.0,9.0,3.0,3.3,0
Nicolas Batum,2017,15.8,4.6,0.8,1.9,0
Otto Porter Jr.,2017,17.3,9.4,3.3,3.5,0
DeAndre Jordan,2017,21.8,11.8,3.3,3.5,0
Isaiah Thomas,2017,26.5,12.5,6.7,5.6,0
Tobias Harris,2017,16.9,6.8,1.6,2.3,0
Marcus Morris,2017,12.4,3.9,-1.1,0.6,0
Marcin Gortat,2017,15.4,6.8,-0.8,0.8,0
Myles Turner,2017,18.5,8.0,1.1,2.0,0
Carmelo Anthony,2017,17.9,4.7,0.7,1.7,0
Marc Gasol,2017,20.3,7.7,5.2,4.6,0
Kentavious Caldwell-Pope,2017,12.8,4.5,-0.2,1.1,0
Kyrie Irving,2017,23.0,8.9,3.4,3.4,0
Gordon Hayward,2017,22.2,10.4,5.0,4.5,0
Hassan Whiteside,2017,22.6,9.5,1.5,2.2,0
Wesley Matthews,2017,11.9,3.1,-0.8,0.8,0
Dennis Schröder,2017,16.1,3.7,0.0,1.3,0
Kawhi Leonard,2017,27.6,13.6,9.4,7.1,0
Draymond Green,2017,16.5,8.2,4.9,4.3,0
Ricky Rubio,2017,16.8,6.1,0.9,1.8,0
DeMarcus Cousins,2017,25.8,7.6,6.8,5.5,0
DeMarcus Cousins,2017,26.5,6.0,7.2,4.4,0
Courtney Lee,2017,12.2,4.2,-0.9,0.7,0
Goran Dragić,2017,19.8,7.5,2.6,2.9,0
Serge Ibaka,2017,16.4,5.1,0.1,1.2,0
Serge Ibaka,2017,17.5,3.8,0.7,1.2,0
Elfrid Payton,2017,17.2,4.4,0.8,1.7,0
Andre Drummond,2017,20.9,6.7,1.0,1.8,0
Marcus Smart,2017,12.0,3.2,-1.3,0.4,0
Jordan Clarkson,2017,13.2,1.2,-2.5,-0.3,0
Steven Adams,2017,16.5,6.5,-0.2,1.1,0
Andre Roberson,2017,9.6,4.2,-1.0,0.6,0
Solomon Hill,2017,8.0,2.7,-2.7,-0.4,0
Markieff Morris,2017,13.7,4.1,-1.5,0.3,0
Michael Kidd-Gilchrist,2017,14.3,5.8,-0.7,0.7,0
Paul Millsap,2017,17.9,6.4,2.1,2.4,0
Tony Snell,2017,9.7,3.4,-1.7,0.2,0
Tristan Thompson,2017,15.3,7.3,-0.7,0.7,0
LaMarcus Aldridge,2017,18.6,7.2,0.8,1.7,0
Jae Crowder,2017,14.9,6.7,0.9,1.7,0
Eric Gordon,2017,13.2,3.8,-0.1,1.1,0
Aaron Gordon,2017,14.5,3.7,-1.0,0.6,0
Marvin Williams,2017,13.7,5.0,0.0,1.1,0
Mike Conley,2017,23.2,10.0,6.8,5.1,0
Brandon Ingram,2017,8.5,-0.3,-4.4,-1.4,0
Robin Lopez,2017,14.4,4.3,-2.2,-0.1,0
Allen Crabbe,2017,11.6,4.2,-1.3,0.4,0
Kyle Lowry,2017,22.9,10.1,6.1,4.6,0
Thaddeus Young,2017,14.9,4.6,0.5,1.4,0
P.J. Tucker,2017,10.5,3.6,-0.3,1.0,0
P.J. Tucker,2017,10.6,2.4,-0.6,0.6,0
Evan Fournier,2017,13.9,2.8,-1.3,0.4,0
Maurice Harkless,2017,13.1,4.2,-0.6,0.8,0
Brook Lopez,2017,20.4,4.9,2.3,2.4,0
Victor Oladipo,2017,13.6,4.0,-0.5,0.8,0
Dwight Howard,2017,20.8,8.3,1.4,1.9,0
JJ Redick,2017,14.8,4.8,0.4,1.4,0
Wilson Chandler,2017,14.9,3.5,-1.0,0.5,0
Al Horford,2017,17.7,6.3,3.4,3.0,0
Jrue Holiday,2017,17.1,3.8,1.3,1.8,0
Nik Stauskas,2017,9.0,1.4,-2.8,-0.5,0
Tyler Johnson,2017,15.9,5.8,1.4,1.8,0
Eric Bledsoe,2017,20.5,5.3,3.6,3.1,0
Kristaps Porziņģis,2017,17.4,4.5,0.3,1.3,0
Nikola Vučević,2017,19.1,4.0,1.4,1.9,0
Jamal Crawford,2017,12.0,1.9,-2.1,0.0,0
Tim Hardaway Jr.,2017,15.2,4.8,0.5,1.4,0
Mason Plumlee,2017,18.1,6.0,2.0,2.2,0
Mason Plumlee,2017,18.9,4.6,2.8,1.8,0
Ersan İlyasova,2017,14.6,4.1,0.1,1.1,0
Danilo Gallinari,2017,17.4,6.8,1.4,1.9,0
T.J. McConnell,2017,13.7,3.8,-1.0,0.5,0
Julius Randle,2017,16.3,3.5,-0.9,0.6,0
Dario Šarić,2017,12.8,1.0,-2.3,-0.2,0
Robert Covington,2017,13.2,3.1,0.2,1.1,0
Ryan Anderson,2017,13.5,5.2,-0.4,0.9,0
JaMychal Green,2017,13.5,5.8,-0.8,0.6,0
James Johnson,2017,17.0,5.1,2.8,2.5,0
Bojan Bogdanović,2017,13.5,2.9,-2.2,-0.1,0
Derrick Rose,2017,17.0,3.0,-1.0,0.5,0
Blake Griffin,2017,22.6,7.7,4.7,3.5,0
Kevin Durant,2017,27.6,12.0,8.9,5.7,0
Jonas Valančiūnas,2017,20.1,7.9,0.3,1.2,0
Darren Collison,2017,15.3,3.9,-0.9,0.6,0
Patrick Beverley,2017,13.0,5.3,1.1,1.6,0
Austin Rivers,2017,11.4,2.5,-2.2,-0.1,0
T.J. Warren,2017,15.6,4.1,-0.6,0.7,0
Jameer Nelson,2017,11.5,2.8,-2.0,0.0,0
Nikola Jokić,2017,26.3,9.7,7.3,4.8,0
Seth Curry,2017,15.5,4.6,1.2,1.7,0
Cory Joseph,2017,13.2,3.4,-1.3,0.4,0
Andre Iguodala,2017,14.3,6.9,2.5,2.3,0
Monta Ellis,2017,9.9,1.1,-2.9,-0.5,0
Lou Williams,2017,21.4,6.1,3.9,3.0,0
Taj Gibson,2017,15.0,4.0,-1.5,0.2,0
Taj Gibson,2017,15.4,3.3,-1.2,0.3,0
Matthew Dellavedova,2017,9.4,1.2,-4.2,-1.1,0
Malcolm Brogdon,2017,14.9,4.1,-0.4,0.8,0
Joe Ingles,2017,12.4,5.0,1.6,1.8,0
Rodney McGruder,2017,9.1,2.9,-1.9,0.0,0
Kent Bazemore,2017,11.6,2.1,-1.0,0.5,0
Ish Smith,2017,14.7,3.1,0.3,1.1,0
Terrence Ross,2017,13.4,3.5,-0.2,0.9,0
Frank Kaminsky,2017,13.0,2.3,-1.2,0.4,0
Jon Leuer,2017,14.2,4.5,-0.1,1.0,0
Iman Shumpert,2017,9.0,2.0,-2.3,-0.1,0
Chris Paul,2017,26.2,10.6,8.7,5.2,0
Tony Allen,2017,13.3,3.1,-1.0,0.5,0
Buddy Hield,2017,11.8,1.3,-2.0,0.0,0
Kevin Love,2017,21.1,6.4,2.1,1.9,0
DeMarre Carroll,2017,11.9,3.8,0.0,1.0,0
Joe Johnson,2017,12.8,3.8,0.4,1.1,0
Rajon Rondo,2017,13.6,2.3,-0.5,0.7,0
Avery Bradley,2017,14.4,3.1,-0.6,0.7,0
Greg Monroe,2017,21.1,5.6,1.8,1.7,0
E'Twaun Moore,2017,12.1,2.7,-1.6,0.2,0
D'Angelo Russell,2017,15.3,1.3,-0.8,0.6,0
Danny Green,2017,10.1,3.4,0.8,1.3,0
Brandon Jennings,2017,12.1,1.7,-2.4,-0.2,0
Vince Carter,2017,11.7,4.0,0.8,1.3,0
Bismack Biyombo,2017,12.2,2.9,-3.2,-0.6,0
Dwyane Wade,2017,18.5,3.4,2.5,2.1,0
Luc Mbah a Moute,2017,10.2,3.1,-0.2,0.8,0
Zach Randolph,2017,18.5,3.2,-0.5,0.7,0
Gary Harris,2017,16.5,4.6,0.7,1.2,0
Marco Belinelli,2017,13.3,3.2,-1.1,0.4,0
Matt Barnes,2017,10.3,2.0,-1.4,0.3,0
C.J. Miles,2017,13.8,4.0,0.5,1.1,0
Al-Farouq Aminu,2017,11.3,1.9,-1.1,0.4,0
Jamal Murray,2017,11.9,1.3,-2.0,0.0,0
Rondae Hollis-Jefferson,2017,13.7,2.6,-1.3,0.3,0
Patty Mills,2017,15.2,5.1,1.6,1.6,0
Trevor Booker,2017,15.7,3.1,-0.6,0.6,0
Sean Kilpatrick,2017,13.1,1.4,-2.3,-0.1,0
Kyle Korver,2017,12.1,3.7,0.0,0.9,0
Zach LaVine,2017,14.6,3.0,0.1,0.9,0
Marquese Chriss,2017,12.3,1.8,-2.2,-0.1,0
Ty Lawson,2017,15.4,3.2,-1.0,0.4,0
Garrett Temple,2017,11.2,2.2,-0.8,0.5,0
Jabari Parker,2017,19.1,4.0,0.7,1.2,0
Cody Zeller,2017,16.7,5.6,0.2,1.0,0
Will Barton,2017,15.5,3.3,0.2,1.0,0
Raymond Felton,2017,10.9,1.9,-1.3,0.3,0
Nikola Mirotić,2017,14.5,3.8,0.7,1.1,0
Gerald Henderson,2017,10.8,2.0,-3.1,-0.5,0
Evan Turner,2017,11.4,1.2,-2.5,-0.2,0
Deron Williams,2017,14.0,2.4,-1.8,0.1,0
Dante Cunningham,2017,10.2,3.0,-1.6,0.2,0
Isaiah Whitehead,2017,7.6,-0.8,-5.1,-1.3,0
Dorian Finney-Smith,2017,7.7,1.4,-2.6,-0.3,0
Justin Holiday,2017,12.7,2.5,-0.3,0.7,0
Domantas Sabonis,2017,6.9,0.8,-4.5,-1.0,0
Pau Gasol,2017,20.2,6.4,4.0,2.5,0
Richard Jefferson,2017,8.3,2.1,-3.1,-0.4,0
Josh Richardson,2017,10.7,2.2,-1.1,0.4,0
Amir Johnson,2017,15.0,5.0,0.6,1.1,0
Kelly Oubre Jr.,2017,9.1,2.0,-3.2,-0.5,0
Patrick Patterson,2017,10.8,3.3,0.1,0.8,0
Thabo Sefolosha,2017,11.9,3.3,0.4,1.0,0
Rodney Hood,2017,12.4,2.6,-0.9,0.4,0
Tony Parker,2017,13.0,3.0,-2.6,-0.2,0
Arron Afflalo,2017,8.9,1.4,-3.6,-0.7,0
Alex Len,2017,15.0,3.0,-2.3,-0.1,0
Nick Young,2017,14.1,3.2,-0.1,0.7,0
Clint Capela,2017,21.4,5.9,1.2,1.2,0
George Hill,2017,19.3,5.9,3.8,2.3,0
D.J. Augustin,2017,11.0,1.2,-3.0,-0.4,0
Kelly Olynyk,2017,15.3,4.1,0.3,0.9,0
Jeff Green,2017,10.5,0.7,-3.6,-0.6,0
Enes Freedom,2017,23.7,5.8,1.7,1.4,0
Jerami Grant,2017,10.1,2.9,-1.3,0.3,0
Tim Frazier,2017,12.4,2.4,-2.7,-0.3,0
Sergio Rodríguez,2017,11.1,0.7,-2.7,-0.3,0
Shabazz Muhammad,2017,14.9,2.7,-2.4,-0.1,0
Doug McDermott,2017,10.7,2.6,-2.3,-0.1,0
James Ennis III,2017,10.6,3.1,-1.2,0.3,0
Wayne Ellington,2017,12.6,3.3,-0.1,0.7,0
LeBron James,2018,28.6,14.0,8.7,8.2,0
Khris Middleton,2018,17.4,6.9,0.0,1.5,0
Andrew Wiggins,2018,13.0,2.1,-2.4,-0.3,0
Bradley Beal,2018,18.4,6.9,2.2,3.1,0
Jrue Holiday,2018,17.8,7.1,1.6,2.7,0
CJ McCollum,2018,16.9,6.6,1.2,2.4,0
Karl-Anthony Towns,2018,24.9,14.0,5.1,5.2,0
Russell Westbrook,2018,24.7,10.1,6.3,6.1,0
Paul George,2018,18.7,8.9,2.9,3.6,0
Giannis Antetokounmpo,2018,27.3,11.9,6.2,5.7,0
Kemba Walker,2018,20.6,8.6,4.0,4.2,0
Ben Simmons,2018,20.0,9.2,4.5,4.5,0
Anthony Davis,2018,28.9,13.7,6.7,5.9,0
Taj Gibson,2018,15.4,7.2,-0.5,1.0,0
DeMar DeRozan,2018,21.0,9.6,2.8,3.2,0
Josh Richardson,2018,13.6,5.4,0.7,1.8,0
Will Barton,2018,16.2,6.2,1.1,2.1,0
Damian Lillard,2018,25.2,12.6,7.2,6.3,0
Tobias Harris,2018,17.1,6.7,1.9,2.6,0
Tobias Harris,2018,16.7,4.1,1.7,1.5,0
Donovan Mitchell,2018,16.7,5.2,1.2,2.2,0
Harrison Barnes,2018,15.8,3.8,-0.5,1.0,0
Andre Drummond,2018,22.9,10.3,3.2,3.4,0
Thaddeus Young,2018,14.8,5.5,0.2,1.4,0
Lou Williams,2018,20.2,6.7,2.3,2.8,0
E'Twaun Moore,2018,12.1,4.4,-1.6,0.3,0
Joe Ingles,2018,14.4,7.6,2.3,2.8,0
Jamal Murray,2018,16.1,5.5,-0.3,1.1,0
Victor Oladipo,2018,23.1,8.2,5.8,5.0,0
James Harden,2018,29.8,15.4,9.9,7.7,1
Robert Covington,2018,12.9,6.1,1.5,2.3,0
Kyle Lowry,2018,19.5,10.2,5.2,4.5,0
LaMarcus Aldridge,2018,25.0,10.9,3.9,3.7,0
Klay Thompson,2018,16.0,4.9,-0.4,1.0,0
Carmelo Anthony,2018,12.7,3.7,-1.9,0.0,0
Steven Adams,2018,20.6,9.7,1.1,2.0,0
Taurean Prince,2018,12.8,2.0,-1.1,0.6,0
Bojan Bogdanović,2018,13.9,5.4,-0.7,0.8,0
Dwight Howard,2018,20.5,6.8,-0.1,1.2,0
Kentavious Caldwell-Pope,2018,13.2,5.3,0.3,1.4,0
Jayson Tatum,2018,15.2,7.1,1.2,2.0,0
Nikola Jokić,2018,24.4,10.7,6.9,5.5,0
Otto Porter Jr.,2018,18.3,8.1,3.5,3.4,0
DeAndre Jordan,2018,20.2,9.4,1.4,2.1,0
Marc Gasol,2018,17.4,4.0,2.3,2.7,0
Kyle Kuzma,2018,14.2,3.8,-0.7,0.8,0
Goran Dragić,2018,16.6,5.3,0.3,1.4,0
Dillon Brooks,2018,9.8,1.2,-4.0,-1.2,0
Wilson Chandler,2018,10.9,3.3,-2.1,-0.1,0
Kevin Durant,2018,26.0,10.4,7.3,5.5,0
Eric Bledsoe,2018,19.7,5.6,2.5,2.6,0
Eric Bledsoe,2018,20.0,5.7,2.8,2.7,0
Jeff Teague,2018,16.4,4.9,0.4,1.4,0
Dario Šarić,2018,15.8,6.6,1.3,1.9,0
Courtney Lee,2018,13.0,3.9,-0.3,1.0,0
Spencer Dinwiddie,2018,15.9,5.7,0.6,1.5,0
Gary Harris,2018,16.5,5.5,0.8,1.7,0
Draymond Green,2018,16.1,6.1,2.8,2.8,0
Yogi Ferrell,2018,11.4,3.0,-1.4,0.4,0
P.J. Tucker,2018,8.3,3.9,-1.1,0.5,0
Al Horford,2018,17.6,7.8,4.4,3.7,0
Trevor Ariza,2018,11.8,5.3,0.7,1.5,0
Justin Holiday,2018,10.8,1.7,-1.9,0.0,0
Ricky Rubio,2018,15.4,5.3,0.7,1.6,0
J.R. Smith,2018,8.4,1.4,-3.0,-0.6,0
Kelly Oubre Jr.,2018,11.9,3.7,-1.7,0.2,0
Cory Joseph,2018,11.0,3.1,-1.5,0.3,0
Allen Crabbe,2018,12.3,3.2,-0.7,0.7,0
Julius Randle,2018,19.9,6.6,0.6,1.4,0
DeMarre Carroll,2018,14.3,4.1,0.2,1.2,0
Bogdan Bogdanović,2018,13.5,2.9,-1.5,0.3,0
Jimmy Butler,2018,23.7,8.9,5.8,4.2,0
